"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"649","103","5312","메이드의","メイド スキルレベル +2","100","41","●","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","●","","","","","","","","","","●","","","","●"
"650","103","5313","메이드장의","メイド スキルレベル +[3~4]","50","66","●","","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","●","","","","","","","","","","●","","","",""
"392","103","5401","좀도둑의","シーフ スキルレベル +1","100","23","●","","","","","","","","","","","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"393","103","5402","도둑의","シーフ スキルレベル +2","100","43","●","","","","","","","","","","","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"394","103","5403","대도의","シーフ スキルレベル +[3~4]","50","68","●","","","","","","","","","","","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"395","103","5404","격투가의","武道家 スキルレベル +1","100","24","●","","","","","","●","","●","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"396","103","5405","무도가의","武道家 スキルレベル +2","100","44","●","","","","","","●","","●","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"397","103","5406","도사의","武道家 スキルレベル +[3~4]","50","69","●","","","","","","●","","●","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"651","103","5411","수인의","獣人 スキルレベル +1","100","25","●","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","","","","●"
"652","103","5412","맹수인의","獣人 スキルレベル +2","25","45","●","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","","","","●"
"653","103","5413","보미르후예의","獣人 スキルレベル +[3~4]","10","70","●","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","","","",""
"398","103","5501","사냥꾼의","アーチャー スキルレベル +1","100","26","●","","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","●"
"399","103","5502","궁수의","アーチャー スキルレベル +2","100","46","●","","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","●"
"400","103","5503","마법궁수의","アーチャー スキルレベル +[3~4]","50","71","●","","","","","●","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","",""
"401","103","5504","용병의","ランサー スキルレベル +1","100","26","●","","","●","","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","●"
"402","103","5505","창병의","ランサー スキルレベル +2","100","46","●","","","●","","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","●"
"403","103","5506","마법창병의","ランサー スキルレベル +[3~4]","50","71","●","","","●","","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","",""
"654","103","5511","흑마술사의","黒魔術師 スキルレベル +1","100","25","●","","","●","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","","●"
"655","103","5512","흑마도사의","黒魔術師 スキルレベル +2","100","45","●","","","●","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","","●"
"656","103","5513","암흑마녀의","黒魔術師 スキルレベル +[3~4]","50","70","●","","","●","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","●","","","","","","","","","","","",""
"404","103","5601","사육자의","ビーストテイマー スキルレベル +1","100","22","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","●"
"405","103","5602","훈련사의","ビーストテイマー スキルレベル +2","100","42","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","●"
"406","103","5603","조련사의","ビーストテイマー スキルレベル +[3~4]","50","67","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","",""
"407","103","5604","정령사의","サマナー スキルレベル +1","100","23","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","●"
"408","103","5605","소환사의","サマナー スキルレベル +2","100","43","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","●"
"409","103","5606","신수사의","サマナー スキルレベル +[3~4]","50","68","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","",""
"658","103","5611","견습사수의","マスケッティア スキルレベル +1","0","25","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"659","103","5612","사수의","マスケッティア スキルレベル +2","0","45","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"660","103","5613","명사수의","マスケッティア スキルレベル +[3~4]","0","70","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"410","103","5701","공주의","プリンセス スキルレベル +1","100","20","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"411","103","5702","왕비의","プリンセス スキルレベル +2","100","40","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"412","103","5703","왕후의","プリンセス スキルレベル +[3~4]","50","65","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"413","103","5704","백댄서의","リトルウィッチ スキルレベル +1","100","21","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","●"
"414","103","5705","아이돌스타의","リトルウィッチ スキルレベル +2","100","41","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","●"
"415","103","5706","대스타의","リトルウィッチ スキルレベル +[3~4]","50","66","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","",""
"689","103","5711","연금술의","アルケミスト スキルレベル +1","0","25","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","●"
"690","103","5712","대연금술의","アルケミスト スキルレベル +2","0","45","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","●"
"691","103","5713","왕국연금술의","アルケミスト スキルレベル +[3~4]","0","70","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","",""
"416","103","5801","강령술사의","ネクロマンサー スキルレベル +1","100","25","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","","●"
"417","103","5802","강신술사의","ネクロマンサー スキルレベル +2","100","45","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","","●"
"418","103","5803","사술사의","ネクロマンサー スキルレベル +[3~4]","50","70","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","",""
"419","103","5804","소악마의","悪魔 スキルレベル +1","100","25","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","●"
"420","103","5805","악마의","悪魔 スキルレベル +2","100","45","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","●"
"421","103","5806","대악마의","悪魔 スキルレベル +[3~4]","50","70","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","",""
"880","103","5811","견습선장의","キャプテン スキルレベル +1","100","25","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●","●"
"881","103","5812","선장의","キャプテン スキルレベル +2","100","45","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●","●"
"882","103","5813","베태랑선장의","キャプテン スキルレベル +[3~4]","50","70","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●",""
"422","104","5901","달인의","スキルレベル+1","100","30","●","","●","","","","●","","","●","●","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"423","104","5902","명인의","スキルレベル+2","100","50","●","","●","","","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"424","104","5903","대가의","スキルレベル+3","50","75","●","","●","","","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425","104","5904","붉은 보석의","スキルレベル+[4~5]","25","100","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"551","104","5905","큰 붉은 보석의","スキルレベル+[4~6]","10","300","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"632","104","5906","거대 붉은 보석의","スキルレベル+[5~7]","10","400","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"693","104","30030","명장의","スキルレベル+2","100","0","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"869","104","30050","탐구적인","スキルレベル+3","100","0","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924","104","30079","가필드의 ","スキルレベル+8","100","0","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426","105","6101","위생병의","攻撃を受けると10％の確率でダメージの[25~50]％を応急処置","25","31","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"552","105","6131","상급 위생병의","攻撃を受けると10％の確率でダメージの[50~65]％を応急処置","10","181","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"633","105","6141","응급 처치의","攻撃を受けると10％の確率でダメージの[65~75]％を応急処置","10","281","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"427","106","6102","변신의","武器交換速度 +[35~80]％","100","3","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"553","106","6132","빠른 변신의","武器交換速度 +[80~150]％","50","153","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"634","106","6142","날랜 변신의","武器交換速度 +[100~200]％","50","253","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"428","107","6103","치유의","HP回復  +([5~10]/10秒)","25","39","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"554","107","6133","깊은 치유의","HP回復  +([10~15]/10秒)","10","239","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"635","107","6143","따뜻한 치유의","HP回復  +([15~30]/10秒)","10","339","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"429","108","6105","불사조의","復活 [5~8]％","100","25","●","","●","●","","","","","","●","","","","●","","","","","●","","","●","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"430","109","6106","흐릿한","ブラー","100","77","●","","●","","●","","","","","●","","","","●","","","","","●","","","●","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"431","110","6107","투명의","透明","100","88","","","","","","","","","","","","","","●","","","","","●","","","","","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"432","111","6108","깃털의","空中浮遊","100","32","","","","","","","","","","","","","●","","","","","","●","","","●","","","","","●","","","","●","","","●","","●","","","","","","●","","●","","","","","●","","","●","","","","●"
"433","112","6109","마법 탄환의","魔法弾丸","100","22","","","","","","●","","","","","","","","","","","","●","","","","","","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"434","113","6110","재생산의","無限弾丸","100","27","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","●","","","","","●","","",""
"435","113","6111","재생성의","無限弾丸","100","37","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","●","","","","","●","","",""
"436","114","6112","주목받지 못하는","先攻されない","100","46","","","●","","●","","","","","","","●","","●","","","","","●","","","","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"437","115","6113","요긴한","魔法アイテムドロップ確率 +[5~10]％","75","79","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"438","115","6114","쓸모있는","魔法アイテムドロップ確率 +[11~15]％","50","89","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"439","115","6115","유용한","魔法アイテムドロップ確率 +[16~20]％","25","99","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"555","115","6134","매우 유용한","魔法アイテムドロップ確率 +[20~25]％","10","299","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636","115","6144","정말 유용한","魔法アイテムドロップ確率 +[25~35]％","10","399","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"932","115","30087","롱슈의 ","魔法アイテムドロップ確率 +80％","100","0","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","116","6116","수집가의","ユニークアイテムドロップ確率 +[5~10]％","75","98","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"441","116","6117","보물 사냥꾼의","ユニークアイテムドロップ確率 +[11~15]％","50","0","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"442","116","6118","골동품상의","ユニークアイテムドロップ確率 +[16~20]％","25","100","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"556","116","6135","오래된 골동품상의","ユニークアイテムドロップ確率 +[20~25]％","50","300","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"952","116","6145","고고학의","ユニークアイテムドロップ確率 +[30~35]％","50","400","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"933","116","30088","존 말콤의 ","ユニークアイテムドロップ確率 +60％","100","0","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","117","6120","속사의","アイテムリロードタイム -[50~90]％","80","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"557","117","6136","빠른 속사의","アイテムリロードタイム -[90~95]％","50","152","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","●","","●","●","","","","●","","","●","","●","","●"
"637","117","6146","손빠른","アイテムリロードタイム -[95~99]％","50","252","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","●","","●","●","","","","●","","","●","","●","","●"
"444","118","6121","재장전의","アイテム自動リロード","100","14","●","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"558","128","20001","익숙한","スキル難易度1以下のスキルレベルが [1~3]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"559","128","20002","손익은","スキル難易度2以下のスキルレベルが [1~4]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"560","128","20003","어설픈 달인의","スキル難易度3以下のスキルレベルが [1~5]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"561","128","20004","어설픈 명인의","スキル難易度4以下のスキルレベルが [1~6]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"562","128","20005","어설픈 대가의","スキル難易度4以下のスキルレベルが [5~10]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"563","129","20011","배려의","召喚獣のすべてのステータスが [10~20]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"564","129","20012","돌봄의","召喚獣のすべてのステータスが [20~40]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"565","129","20013","보살핌의","召喚獣のすべてのステータスが [40~80]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"566","129","20014","희생의","召喚獣のすべてのステータスが [80~160]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"567","129","20015","감동의","召喚獣のすべてのステータスが [160~320]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"568","130","20021","격려의","[10~20]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"569","130","20022","고무의","[20~30]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"570","130","20023","고취의","[30~40]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"571","130","20024","고동의","[40~50]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"572","130","20025","동기부여의","[50~60]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"704","145","30041","마력의","魔法ダメージを [40~50]％ 強化させる。","10","250","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"864","145","30045","네르바의","魔法ダメージを 70％ 強化させる。","100","0","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"953","145","30089","마신의","魔法ダメージを [55~65]％ 強化させる。","50","400","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"705","184","30042","통렬함의","物理致命打ダメージ [15~20]％ 増加","50","200","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"865","184","30046","호크의","物理致命打ダメージ 40％ 増加","100","0","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"954","184","30090","매서운","物理致命打ダメージ [25~35]％ 増加","50","400","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"706","319","30043","인내의","フィールドのステータス低下に対する抵抗 [8~10]％ 増加","50","195","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"866","319","30047","에스텔의","フィールドのステータス低下に対する抵抗 15％ 増加","100","0","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"955","319","30091","인고의","フィールドのステータス低下に対する抵抗 [11~13]％ 増加","50","400","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"707","320","30044","강단의","フィールドの属性最大値制限に対する抵抗 [8~10]％ 増加","50","195","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"867","320","30048","벨리타의","フィールドの属性最大値制限に対する抵抗 15％ 増加","100","0","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"956","320","30092","건실한","フィールドの属性最大値制限に対する抵抗 [11~13]％ 増加","50","400","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522","345","1553","즉석의","ポーション回復速度 +[301~400]％増加","50","180","●","","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"603","345","1563","즉각의","ポーション回復速度 +[351~450]％増加","50","280","●","","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"883","857","50001","압도의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"884","857","50002","강타의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"885","857","50003","열광의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"886","857","50004","취약의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"887","857","50005","초월의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"888","857","50006","기교의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"889","857","50007","비호의","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
